2020-08-16 14:30:49 INFO  Logger:17 - Before navigating to: 'http://52.224.34.181/induced-hearing-loss-form'
2020-08-16 14:30:52 INFO  Logger:21 - Navigated to:'http://52.224.34.181/induced-hearing-loss-form'
2020-08-16 14:30:52 INFO  Logger:74 - Trying to find Element By : By.xpath: //*[@id="cdk-step-content-0-0"]/app-my-information/div/form/div[1]/input
2020-08-16 14:30:52 INFO  Logger:80 - Found Element By : By.xpath: //*[@id="cdk-step-content-0-0"]/app-my-information/div/form/div[1]/input
2020-08-16 14:30:53 INFO  Logger:74 - Trying to find Element By : By.xpath: //*[@id="cdk-step-content-0-0"]/app-my-information/div/form/div[2]/input
2020-08-16 14:30:53 INFO  Logger:80 - Found Element By : By.xpath: //*[@id="cdk-step-content-0-0"]/app-my-information/div/form/div[2]/input
2020-08-16 20:19:40 INFO  Logger:17 - Before navigating to: 'http://52.224.34.181/induced-hearing-loss-form'
2020-08-16 20:19:42 INFO  Logger:21 - Navigated to:'http://52.224.34.181/induced-hearing-loss-form'
2020-08-16 20:19:43 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='firstname']
2020-08-16 20:28:35 INFO  Logger:17 - Before navigating to: 'http://52.224.34.181/induced-hearing-loss-form'
2020-08-16 20:28:37 INFO  Logger:21 - Navigated to:'http://52.224.34.181/induced-hearing-loss-form'
2020-08-16 20:28:37 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='firstName']
2020-08-16 20:28:37 INFO  Logger:80 - Found Element By : By.xpath: //input[@formcontrolname='firstName']
2020-08-16 20:28:37 INFO  Logger:74 - Trying to find Element By : By.xpath: //*[@id="cdk-step-content-0-0"]/app-my-information/div/form/div[2]/input
2020-08-16 20:28:37 INFO  Logger:80 - Found Element By : By.xpath: //*[@id="cdk-step-content-0-0"]/app-my-information/div/form/div[2]/input
2020-08-16 20:54:39 INFO  Logger:17 - Before navigating to: 'http://52.224.34.181/induced-hearing-loss-form'
2020-08-16 20:54:41 INFO  Logger:21 - Navigated to:'http://52.224.34.181/induced-hearing-loss-form'
2020-08-16 20:54:41 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='firstName']
2020-08-16 20:54:41 INFO  Logger:80 - Found Element By : By.xpath: //input[@formcontrolname='firstName']
2020-08-16 20:54:41 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='lastName']
2020-08-16 20:54:41 INFO  Logger:80 - Found Element By : By.xpath: //input[@formcontrolname='lastName']
2020-08-16 20:54:41 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='dob']
2020-08-16 20:54:41 INFO  Logger:80 - Found Element By : By.xpath: //input[@formcontrolname='dob']
2020-08-16 20:54:41 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='sin']
2020-08-16 20:54:41 INFO  Logger:80 - Found Element By : By.xpath: //input[@formcontrolname='sin']
2020-08-16 20:54:42 INFO  Logger:74 - Trying to find Element By : By.xpath: //select[@formcontrolname='provinceState']
2020-08-16 20:54:42 INFO  Logger:80 - Found Element By : By.xpath: //select[@formcontrolname='provinceState']
2020-08-16 20:54:42 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='city']
2020-08-16 20:54:42 INFO  Logger:80 - Found Element By : By.xpath: //input[@formcontrolname='city']
2020-08-16 20:54:42 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='streetAddress']
2020-08-16 20:54:42 INFO  Logger:80 - Found Element By : By.xpath: //input[@formcontrolname='streetAddress']
2020-08-16 20:54:42 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='apartmentSuite']
2020-08-16 20:54:42 INFO  Logger:80 - Found Element By : By.xpath: //input[@formcontrolname='apartmentSuite']
2020-08-16 20:54:42 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='postalCode']
2020-08-16 20:54:42 INFO  Logger:80 - Found Element By : By.xpath: //input[@formcontrolname='postalCode']
2020-08-16 20:54:42 INFO  Logger:74 - Trying to find Element By : By.xpath: //select[@formcontrolname='country']
2020-08-16 20:54:42 INFO  Logger:80 - Found Element By : By.xpath: //select[@formcontrolname='country']
2020-08-16 20:54:42 INFO  Logger:74 - Trying to find Element By : By.xpath: //input[@formcontrolname='phone1']
2020-08-16 20:54:42 INFO  Logger:80 - Found Element By : By.xpath: //input[@formcontrolname='phone1']
